english_normalized,english_raw,thai,usage_count,source_ids,context_variants,status,notes
"may: hi, {player}{kun}, long time no see!\pwhile i was searching for other\npokémon, my pokémon grew stronger.\pso...\nhow about a little battle?$","MAY: Hi, {PLAYER}{KUN}, long time no see!\pWhile I was searching for other\nPOKéMON, my POKéMON grew stronger.\pSo…\nHow about a little battle?$",ฮารุกะ: สวัสดี {PLAYER}{KUN} ไม่ได้เจอกันนานเลยนะ!\pระหว่างที่ฉันตามหา\nโปเกมอนตัวอื่น โปเกมอนของฉันก็แข็งแกร่งขึ้น\pงั้น…\nมาสู้กันสักหน่อยไหม?$,1,dlg_28a099c0293fe293,,draft,
"may: huh?\nwhat, what, what?\p{player}{kun}...\ncould it be that...\lit's already over?$","MAY: Huh?\nWhat, what, what?\p{PLAYER}{KUN}…\nCould it be that…\lIt's already over?$",ฮารุกะ: เอ๊ะ?\nอะไร อะไร อะไรนะ?\p{PLAYER}{KUN}…\nหรือว่า…\lจบไปแล้วเหรอ?$,1,dlg_7998d023049f109f,,draft,
"may: i think i know why my dad has\nan eye out for you now.\pi mean, you just got that pokémon,\nbut it already likes you.\pyou might be able to befriend any\nkind of pokémon easily.\pwell, it's time to head back to\nthe lab.$","MAY: I think I know why my dad has\nan eye out for you now.\pI mean, you just got that POKéMON,\nbut it already likes you.\pYou might be able to befriend any\nkind of POKéMON easily.\pWell, it's time to head back to\nthe LAB.$",ฮารุกะ: ตอนนี้ฉันเข้าใจแล้วว่า\nทำไมพ่อถึงสนใจคุณ\pโปเกมอนตัวนั้นเพิ่งมาอยู่กับคุณ\nแต่ก็ชอบคุณแล้วนี่นา\pคุณอาจผูกมิตรกับโปเกมอน\nชนิดไหนก็ได้อย่างง่ายดายเลยนะ\pเอาละ ได้เวลากลับ\nไปที่แล็บแล้วค่ะ$,1,dlg_1ba2a80d63962ccb,,draft,
may: let's see... the pokémon found\non route 103 include...$,MAY: Let's see… The POKéMON found\non ROUTE 103 include…$,ฮารุกะ: ไหนดูซิ… โปเกมอนที่พบ\nบนถนนหมายเลข 103 มี…$,1,dlg_302bf4be4220a361,,draft,
"may: that's an itemfinder.\ptry it out. if there is an item that's\nnot visible, it emits a sound.\pokay, {player}{kun}, let's meet again!\pi know it's a little silly coming from\nme, but i think you should train a lot\lharder for the next time.$","MAY: That's an ITEMFINDER.\pTry it out. If there is an item that's\nnot visible, it emits a sound.\pOkay, {PLAYER}{KUN}, let's meet again!\pI know it's a little silly coming from\nme, but I think you should train a lot\lharder for the next time.$",ฮารุกะ: นั่นคือเครื่องค้นหาไอเทม\pลองใช้ดูนะ ถ้ามีไอเทมที่\nมองไม่เห็น มันจะส่งเสียงออกมา\pเอาละ {PLAYER}{KUN} แล้วพบกันใหม่นะ!\pฉันพูดแบบนี้ก็ดูแปลก ๆ นะ\nแต่คราวหน้าคุณควรฝึกให้\lหนักกว่านี้อีกเยอะนะ$,1,dlg_871ba96348530430,,draft,
"may: use fly, and your pokémon will\ninstantly carry you to any town you've\lalready visited.\pbut, to use fly, you have to get\nthe gym badge from fortree city.\lthat's important, so don't forget.\pyou should fly home and visit\nlittleroot for a change.\pi bet your mom's worried about you,\n{player}{kun}.\pwell, let's meet again somewhere!$","MAY: Use FLY, and your POKéMON will\ninstantly carry you to any town you've\lalready visited.\pBut, to use FLY, you have to get\nthe GYM BADGE from FORTREE CITY.\lThat's important, so don't forget.\pYou should FLY home and visit\nLITTLEROOT for a change.\pI bet your mom's worried about you,\n{PLAYER}{KUN}.\pWell, let's meet again somewhere!$",ฮารุกะ: ถ้าใช้โซระโอะโทบุ โปเกมอน\nจะพาเธอไปยังเมืองที่เคยไปมาแล้ว\lได้ในพริบตา\pแต่ถ้าจะใช้โซระโอะโทบุ ต้องได้\nยิมแบดจ์จากเมืองฮิวะมากิมาก่อน\lเรื่องนี้สำคัญ อย่าลืมล่ะ\pลองใช้โซระโอะโทบุกลับบ้าน\nไปเยี่ยมเมืองมิโชโระบ้างสิ\pแม่ของเธอคงเป็นห่วงแล้วนะ\n{PLAYER}{KUN}\pไว้พบกันใหม่ที่ไหนสักแห่งนะ!$,1,dlg_6be0ed70a0acd49c,,draft,
may: {player}{kun}!\nwhere were you? i was looking for you!\phow much stronger have you gotten?\nlet me check for you!\pready with your pokémon?\nof course you are! go!$,MAY: {PLAYER}{KUN}!\nWhere were you? I was looking for you!\pHow much stronger have you gotten?\nLet me check for you!\pReady with your POKéMON?\nOf course you are! Go!$,ฮารุกะ: {PLAYER}{KUN}!\nไปอยู่ที่ไหนมา? ฉันตามหาตั้งนาน!\pเก่งขึ้นแค่ไหนแล้วนะ?\nขอฉันทดสอบหน่อย!\pโปเกมอนพร้อมแล้วใช่ไหม?\nแน่นอนอยู่แล้ว! ลุยเลย!$,1,dlg_019f94a8aef9ea9b,,draft,
may: {player}{kun}!\phere's some advice before you challenge\nthe champion...$,MAY: {PLAYER}{KUN}!\pHere's some advice before you challenge\nthe CHAMPION…$,ฮารุกะ: {PLAYER}{KUN}!\pฉันมีคำแนะนำก่อนคุณจะท้าทาย\nแชมเปี้ยน…$,1,dlg_025c0ed4eb72f302,,draft,
"may: {player}{kun}, you've been busy\ntraining, too, haven't you?\pi think you deserve a reward!\nthis is from me!$","MAY: {PLAYER}{KUN}, you've been busy\ntraining, too, haven't you?\pI think you deserve a reward!\nThis is from me!$",ฮารุกะ: {PLAYER}{KUN} เองก็ขยัน\nฝึกมาตลอดสินะ?\pฉันว่าคุณควรได้รางวัล!\nนี่ ฉันให้!$,1,dlg_1d20082a3ecc7ddc,,draft,
"mom: see, {player}?\nisn't it nice in here, too?$","MOM: See, {PLAYER}?\nIsn't it nice in here, too?$",แม่: ดูสิ {PLAYER}\nข้างในก็น่าอยู่ใช่ไหมล่ะ?$,1,dlg_c9c9cfc75f70e8e3,,draft,
"mom: {player}! {player}! did you\nintroduce yourself to prof. birch?\poh! what an adorable pokémon!\nyou got it from prof. birch. how nice!\pyou're your father's child, all right.\nyou look good together with pokémon!\phere, honey! if you're going out on an\nadventure, wear these running shoes.\pthey'll put a zip in your step!$","MOM: {PLAYER}! {PLAYER}! Did you\nintroduce yourself to PROF. BIRCH?\pOh! What an adorable POKéMON!\nYou got it from PROF. BIRCH. How nice!\pYou're your father's child, all right.\nYou look good together with POKéMON!\pHere, honey! If you're going out on an\nadventure, wear these RUNNING SHOES.\pThey'll put a zip in your step!$",แม่: {PLAYER}! {PLAYER}! ลูกไป\nแนะนำตัวกับ ศ.เบิร์ชแล้วหรือยัง?\pว้าย! โปเกมอนน่ารักจัง!\nได้มาจาก ศ.เบิร์ชสินะ ดีจริง ๆ!\pสมเป็นลูกของพ่อจริง ๆ\nลูกกับโปเกมอนดูเข้ากันดีนะ!\pนี่จ้ะ! ถ้าจะออกไปผจญภัย\nก็สวมรองเท้าวิ่งคู่นี้นะ\pแล้วลูกจะก้าวฉับไวขึ้น!$,1,dlg_f4cbe5e2e14292ec,,draft,
"mom: {player}, those shoes came with\ninstructions.\p“press the b button while wearing these\nrunning shoes to run extra-fast!\p“slip on these running shoes and race\nin the great outdoors!”$","MOM: {PLAYER}, those shoes came with\ninstructions.\p“Press the B Button while wearing these\nRUNNING SHOES to run extra-fast!\p“Slip on these RUNNING SHOES and race\nin the great outdoors!”$",แม่: {PLAYER} รองเท้าคู่นั้น\nมีคู่มือมาด้วยนะ\p“ขณะสวมรองเท้าวิ่ง ให้กดปุ่ม B\nเพื่อวิ่งด้วยความเร็วสูง!\p“สวมรองเท้าวิ่งแล้วออกไปโลดแล่น\nกลางแจ้งอันกว้างใหญ่!”$,1,dlg_4066e0935321b02a,,draft,
"mom: {player}, we're here, honey!\pit must be tiring riding with our things\nin the moving truck.\pwell, this is littleroot town.\phow do you like it?\nthis is our new home!\pit has a quaint feel, but it seems to be\nan easy place to live, don't you think?\pand, you get your own room, {player}!\nlet's go inside.$","MOM: {PLAYER}, we're here, honey!\pIt must be tiring riding with our things\nin the moving truck.\pWell, this is LITTLEROOT TOWN.\pHow do you like it?\nThis is our new home!\pIt has a quaint feel, but it seems to be\nan easy place to live, don't you think?\pAnd, you get your own room, {PLAYER}!\nLet's go inside.$",แม่: {PLAYER} ถึงแล้วจ้ะ!\pนั่งมากับข้าวของในรถขนย้าย\nคงเหนื่อยน่าดูเลยนะ\pที่นี่คือเมืองมิโชโระ\pเป็นยังไงบ้าง?\nนี่คือบ้านใหม่ของเรา!\pบรรยากาศเรียบง่าย แต่ก็ดูเป็น\nเมืองที่อยู่สบาย ว่าไหม?\pแถมลูกยังมีห้องของตัวเองด้วยนะ {PLAYER}!\nเข้าไปข้างในกันเถอะ$,1,dlg_44f775b1fbf29ce7,,draft,
"mr. briney: ahoy!\ni know exactly what you want to say!\pyou're to deliver a letter to dewford\nand a package to slateport.\pwhat you need me to do is no problem\nat all--i'm the man for the job!\pfirst, we'll set sail for dewford.$","MR. BRINEY: Ahoy!\nI know exactly what you want to say!\pYou're to deliver a LETTER to DEWFORD\nand a package to SLATEPORT.\pWhat you need me to do is no problem\nat all--I'm the man for the job!\pFirst, we'll set sail for DEWFORD.$",คุณฮากิ: โอ้โฮ่!\nฉันรู้แล้วว่าคุณจะพูดอะไร!\pคุณต้องส่งจดหมายที่มุโระ\nและส่งพัสดุที่ไคไน\pเรื่องที่อยากให้ฉันช่วยไม่มีปัญหา\nฉันนี่แหละเหมาะกับงานนี้!\pก่อนอื่น ออกเรือไปมุโระกัน!$,1,dlg_5a21047689f2dce8,,draft,
